arrival_time,input_tokens,output_tokens
1492.599,814,462
1492.842,2409,360
1494.19,326,24
1494.206,2512,706
1495.298,976,1
1495.904,3777,3597
1496.599,430,11
1499.076,469,28
1503.009,978,1
1503.6,1617,467
1503.647,3170,608
1504.342,129,261
1505.336,1071,299
1508.941,131,11
1512.319,2247,347
1520.2,776,8
1521.575,1192,320
1521.999,2593,470
1522.505,1859,792
1522.505,2478,718
1523.087,1635,328
1523.339,7579,3148
1526.504,20257,612
1528.5,919,8
1531.31,1334,430
1532.211,913,68
1534.85,4602,566
1535.06,681,22
1535.311,260,50
1535.942,1977,26
1536.313,4980,376
1537.316,1271,26
1537.867,4437,99
1538.492,3447,303
1540.591,4382,834
1543.565,1896,1
1544.193,906,8
1545.768,1061,683
1545.798,648,11
1546.469,1464,475
1546.813,7843,191
1547.06,1796,29
1548.707,8233,47
1549.06,1169,79
1549.445,266,31
1550.561,760,35
1551.19,9972,82
1551.255,436,1
1551.943,627,10
1553.987,2372,113
1554.312,345,31
1556.56,1205,460
1560.814,2897,64
1560.894,412,1
1561.563,1009,878
1564.257,2534,754
1564.439,5038,154
1565.814,4375,551
1565.832,20385,361
1566.063,1168,72
1567.341,923,8
1567.62,3677,513
1568.083,723,426
1569.046,908,421
1569.062,2557,298
1576.0,1976,83
1579.44,1185,141
1580.329,247,11
1582.053,578,169
1583.367,259,41
1583.826,6850,14
1586.071,3758,113
1586.255,634,85
1586.322,883,73
1586.487,9294,465
1586.591,1795,29
1587.064,4398,324
1587.072,1469,81
1587.298,1474,381
1587.576,532,69
1588.076,2136,2
1588.323,693,42
1588.341,1011,28
1589.122,937,28
1589.457,29857,544
1590.447,3147,467
1591.06,1006,130
1591.076,1243,3
1592.823,988,248
1594.06,2668,519
1594.56,3631,414
1594.592,1169,26
1595.06,683,72
1595.076,1480,110
1595.095,1824,32
1595.219,2932,94
1596.811,248,34
1596.822,1205,327
1596.841,1031,28
1596.971,3649,98
1597.06,1171,68
1597.35,2144,556
1597.572,1003,28
1597.97,1166,26
1598.319,1205,381
1598.367,3925,399
1598.619,1034,28
1599.549,2335,1009
1600.47,1433,57
1600.819,815,36
1601.719,421,134
1601.819,383,81
1602.094,3315,497
1603.07,7814,318
1603.094,1433,84
1603.269,2604,385
1603.57,855,39
1603.619,807,374
1604.118,4209,145
1604.371,251,45
1604.717,3365,158
1604.993,1113,306
1605.368,3756,121
1605.83,1537,393
1606.942,584,16
1608.37,1236,500
1608.691,1566,31
1609.0,4495,40
1609.468,4537,290
1609.555,9770,79
1609.573,2099,121
1609.821,37440,60
1609.87,925,144
1610.077,4310,29
1610.738,613,134
1610.765,1246,329
1611.074,344,110
1611.567,1586,438
1611.97,1890,34
1612.469,1872,383
1612.572,344,78
1612.992,2695,488
1613.098,4470,365
1613.098,10270,596
1613.47,2310,426
1614.046,1340,287
1614.621,1480,109
1614.822,2630,372
1614.845,719,32
1615.368,4010,282
1615.574,251,49
1615.581,3269,283
1615.824,972,90
1615.867,858,47
1617.072,4258,380
1618.494,1290,265
1619.07,1205,429
1619.149,3593,171
1619.77,5420,876
1620.496,587,12
1620.843,3811,461
1620.994,0,16
1621.199,290,31
1622.508,3582,231
1622.83,613,116
1623.816,8817,310
1625.293,154,15
1628.245,2256,11
1628.342,327,65
1628.372,873,8
1633.758,434,66
1634.254,2843,46
1634.561,4236,447
1636.25,770,8
1636.94,767,248
1647.147,517,261
1647.711,2646,444
1648.849,637,244
1650.252,1949,982
1651.07,1361,23
1651.746,2881,235
1653.493,1582,302
1654.002,111,25
1654.297,877,8
1654.465,878,8
1654.815,937,21
1654.941,763,561
1655.716,478,19
1656.041,1200,1
1658.546,2415,373
1659.329,154,8
1660.719,1581,197
1663.94,585,9
1664.043,4310,29
1664.812,346,55
1665.395,2534,529
1666.992,4887,375
1667.063,865,135
1668.063,722,18
1668.69,1402,32
1668.742,944,15
1668.817,671,83
1669.487,1274,404
1669.793,1464,65
1670.812,5947,10
1671.647,1988,326
1672.079,412,30
1673.19,635,159
1674.941,716,17
1675.866,1119,130
1676.055,1197,117
1676.365,376,30
1676.438,1061,153
1677.047,5552,204
1677.562,855,40
1677.617,6993,10
1677.794,7023,101
1677.817,699,54
1677.972,1448,419
1678.44,3888,325
1679.364,942,150
1679.592,1293,20
1679.75,1162,320
1679.865,2908,72
1679.957,1568,480
1680.115,4191,133
1681.304,756,8
1681.616,1169,78
1682.616,2815,354
1683.342,1205,193
1683.371,428,80
1683.471,241,32
1683.692,1171,83
1683.944,722,17
1684.262,250,47
1684.77,2705,499
1685.25,682,54
1685.441,1236,233
1685.942,462,67
1686.044,411,23
1686.364,3851,114
1686.814,1433,91
1686.94,1941,418
1687.365,261,44
1687.441,247,38
1688.193,1480,166
1688.692,490,287
1688.897,1546,188
1689.005,603,140
1689.551,223,3
1689.615,58,3
1689.615,377,34
1689.941,1200,1
1690.101,878,363
1690.365,344,204
1690.442,1236,500
1690.864,380,83
1691.005,344,136
1691.097,433,200
1691.254,1464,62
1691.254,260,35
1691.335,686,52
1691.346,446,183
1691.51,681,59
1691.763,1071,84
1692.063,9157,329
1692.441,1602,33
1692.835,1154,45
1693.098,3493,253
1693.443,372,184
1694.553,2297,347
1694.592,347,32
1695.096,5219,31
1695.105,3809,148
1695.293,1295,249
1695.543,412,76
1695.75,1464,79
1696.091,1618,967
1696.241,447,30
1697.006,1862,340
1697.008,1171,88
1697.255,1863,206
1697.342,1135,131
1697.593,1166,76
1697.692,3975,377
1697.941,6210,57
1698.042,3850,172
1698.341,470,89
1698.497,192,48
1699.006,667,97
1700.061,622,142
1700.252,1297,328
1700.336,2554,323
1700.842,417,69
1700.842,1926,129
1701.083,1201,1
1701.692,8814,305
1701.796,3925,317
1703.442,3851,117
1703.592,271,46
1704.843,1480,93
1705.372,1839,29
1705.693,2408,901
1705.75,6867,320
1705.973,1962,29
1706.693,1971,544
1707.259,1172,75
1707.718,1253,28
1708.007,45708,95
1708.753,1744,26
1708.842,1179,479
1708.976,1449,117
1709.007,695,38
1709.119,730,27
1709.334,10059,85
1710.071,735,339
1710.5,1069,26
1711.868,448,126
1712.72,1183,345
1712.867,1276,161
1713.47,697,17
1714.002,3921,240
1714.72,1032,28
1714.944,2258,1030
1715.0,392,250
1715.005,8814,397
1715.719,1323,28
1715.75,925,19
1715.867,1087,289
1715.974,1108,114
1716.191,114,14
1716.293,3962,357
1716.504,887,32
1717.342,2578,381
1717.504,641,110
1717.755,3929,285
1718.352,2473,205
1718.621,2309,391
1718.621,3918,399
1720.715,952,99
1721.588,455,396
1722.005,247,12
1722.069,3392,986
1722.25,669,342
1722.505,795,25
1723.248,754,8
1724.105,1203,410
1725.247,557,4
1726.567,3055,305
1727.342,876,8
1728.147,1213,1
1728.575,1164,1324
1728.768,2647,293
1729.193,10715,80
1729.719,366,115
1730.304,4618,162
1730.58,3557,544
1731.0,2709,572
1732.6,410,69
1733.55,2093,321
1735.042,2709,408
1736.945,562,1
1737.046,2721,450
1737.719,3860,219
1737.944,430,73
1738.472,8681,97
1738.987,3695,1036
1740.804,2305,917
1743.258,1311,381
1743.691,1511,550
1747.695,384,138
1748.868,380,118
1749.089,976,158
1749.94,1145,105
1750.994,2100,559
1759.546,3680,505
1760.806,1058,94
1762.337,3720,304
1765.753,1415,1394
1766.241,8344,352
1766.646,157,77
1766.709,2054,34
1767.005,6846,247
1770.086,1086,148
1772.565,1797,370
1775.334,2332,259
1775.771,1025,58
1775.771,377,9
1779.841,714,164
1781.944,3476,928
1782.319,927,200
1783.094,627,328
1783.194,864,301
1784.193,127,22
1785.75,693,154
1789.8,1066,196
1790.081,448,58
1791.547,3343,112
1794.546,1839,33
1795.329,6975,443
1796.297,1803,30
1798.211,10122,447
1798.296,690,48
1798.738,4211,80
1799.491,3377,121
1799.829,4088,442
1800.242,232,1
1800.491,1122,792
1801.242,260,56
1801.739,3329,90
1802.799,892,83
1803.017,1868,325
1803.365,156,17
1803.547,3680,114
1805.053,1520,22
1805.717,4791,1038
1806.081,967,193
1806.256,490,1
1806.303,97,7
1808.55,8824,365
1809.241,1667,173
1809.803,3761,74
1810.562,234,68
1810.59,1295,200
1810.964,996,80
1812.542,260,14
1813.898,276,16
1814.541,261,16
1814.71,379,122
1814.812,267,14
1815.25,296,227
1816.969,751,466
1817.593,749,304
1822.793,742,135
1823.404,1457,447
1824.206,5259,1493
1824.268,6285,386
1824.519,337,9
1826.579,5791,300
1828.006,1531,436
1829.217,763,105
1832.992,1193,1
1834.446,2443,371
1834.83,1118,26
1834.987,4027,305
1835.554,8096,170
1837.506,2285,982
1837.987,0,37
1838.042,152,14
1838.831,1169,78
1840.004,3677,128
1841.021,3779,76
1842.008,1295,19
1842.599,2589,251
1843.502,699,34
1844.347,1403,1
1845.256,875,50
1845.688,2192,518
1846.069,992,181
1846.503,1784,31
1846.829,1433,76
1847.83,689,49
1848.655,1656,61
1848.772,2929,68
1848.849,3877,438
1849.319,4224,382
1849.33,7383,281
1850.297,682,55
1850.599,2435,1041
1851.253,3799,77
1851.438,384,139
1852.272,6848,11
1852.694,4566,548
1852.905,398,63
1853.852,839,1
1854.069,885,31
1854.079,9170,317
1855.296,1941,24
1855.394,2646,4651
1855.546,855,40
1855.798,1236,299
1856.019,344,27
1856.106,687,50
1857.603,2111,39
1857.812,9775,103
1858.084,2402,8
1858.085,1214,1
1858.518,852,45
1858.583,370,102
1859.654,1998,283
1859.77,124,7
1860.001,695,5
1860.107,977,1
1860.25,904,8
1860.268,3769,131
1861.268,1166,85
1862.332,3762,78
1862.859,344,162
1863.603,3782,109
1863.689,1214,435
1864.404,815,30
1864.586,2283,71
1864.772,4073,269
1865.802,5192,77
1865.82,608,83
1866.272,3203,179
1866.332,1753,24
1867.407,7073,449
1869.024,4296,487
1869.574,1785,8
1870.194,281,78
1871.074,13719,6
1871.797,945,267
1872.326,9157,299
1872.823,344,116
1874.33,7114,157
1875.561,548,300
1875.653,2607,357
1876.296,900,474
1877.023,3641,416
1879.048,4208,104
1879.155,1205,500
1879.3,1174,93
1879.594,29881,31
1881.005,581,24
1881.77,634,81
1882.319,576,87
1882.549,1009,1698
1883.337,147,20
1884.054,1673,440
1884.441,368,165
1884.572,3198,84
1885.025,331,58
1885.294,1973,505
1885.751,5773,14
1886.798,1480,172
1889.329,1566,611
1891.298,9157,282
1891.396,320,13
1892.193,2108,906
1894.44,1402,264
1894.465,654,65
1895.584,374,45
1903.019,8431,865
1904.544,3622,608
1905.297,4099,404
1907.993,131,15
1908.095,1200,1
1909.963,953,1
1910.994,5399,72
1911.19,251,20
1914.851,1177,277
1916.342,637,14
1918.519,2928,432
1919.31,3288,3345
1922.742,2506,413
1926.085,1453,408
1926.801,1579,56
1927.07,1198,1
1928.586,347,35
1929.691,6392,238
1931.109,1195,1
1931.114,1370,412
1932.07,2379,409
1933.065,3983,965
1933.592,1167,85
1933.753,943,472
1934.151,1477,27
1934.842,453,88
1935.004,1740,30
1935.758,977,67
1936.398,1116,73
1936.562,716,43
1936.815,1480,148
1938.5,4053,333
1939.409,613,149
1940.066,2202,441
1941.157,1399,29
1941.842,8550,174
1942.398,4642,119
1942.593,2698,276
1942.837,1756,30
1942.989,2014,391
1943.06,1534,41
1943.25,691,47
1944.002,2930,77
1944.321,97,7
1944.465,5380,23
1944.897,7936,143
1944.994,9160,435
1945.002,4408,305
1945.021,1014,350
1945.591,1480,137
1945.836,1172,71
1946.028,5484,461
1946.246,805,148
1946.82,691,58
1947.618,2598,819
1947.844,1938,431
1948.063,756,28
1948.575,688,71
1949.409,810,110
1949.845,2809,574
1949.941,9807,96
1950.146,3813,115
1950.245,4184,71
1950.246,1170,75
1950.607,2673,491
1951.353,1563,45
1951.566,4260,14
1951.894,346,43
1952.393,946,100
1953.005,2213,152
1953.313,955,26
1953.893,1012,26
1954.143,987,28
1954.505,4605,67
1955.084,1852,429
1955.854,2270,133
1956.354,1192,69
1957.239,4260,14
1958.273,3061,44
1958.744,4298,330
1958.744,8820,327
1959.062,1018,122
1959.147,1433,63
1959.194,5410,480
1959.906,4136,368
1959.988,260,43
1960.313,881,124
1961.503,1205,500
1961.653,1844,29
1962.24,694,48
1963.397,1208,21
1963.543,3527,253
1964.94,693,408
1964.966,17684,4096
1965.819,774,479
1966.119,124,27
1966.253,921,8
1967.155,459,44
1967.59,2068,249
1968.65,344,298
1968.839,5634,44
1969.793,748,328
1970.589,5568,1439
1970.754,2202,71
1972.543,394,49
1973.345,2320,458
1974.804,1917,463
1976.315,774,260
1976.75,404,130
1978.893,1034,365
1978.99,4827,276
1979.333,1850,37
1980.499,1162,438
1981.553,2229,489
1982.084,301,11
1982.118,1187,1
1982.599,2897,353
1985.114,1149,768
1985.296,413,1
1985.499,156,3
1985.499,717,1
1987.709,3485,310
1987.792,582,351
1989.073,978,444
1991.314,147,15
1992.056,2044,505
1992.094,720,38
1992.842,1350,312
1994.019,1779,321
1994.398,660,102
1994.582,5764,24
1996.942,151,19
1998.59,2020,142
1999.31,2964,948
2000.58,5741,18
2003.766,2565,315
2004.44,780,91
2004.842,6583,59
2005.393,2371,8
2006.099,544,134
2006.145,687,65
2006.848,1142,366
2007.394,2997,143
2009.1,1449,126
2009.502,1433,897
2009.896,375,125
2010.15,1113,26
2010.768,466,130
2010.94,536,63
2012.649,1667,282
2012.941,976,1
2013.845,642,249
2014.153,1641,497
2014.398,3805,119
2014.897,937,19
2015.149,832,27
2015.597,10489,146
2016.269,1205,379
2017.244,1195,1
2017.691,808,274
2018.647,1055,26
2019.313,540,65
2019.956,739,424
2020.15,1814,28
2020.751,2069,9
2021.053,1179,19
2021.517,1236,326
2022.696,455,10
2023.521,3771,126
2024.148,573,99
2024.148,1474,30
2024.575,879,8
2024.773,12321,196
2026.81,6024,1045
2027.649,3007,388
2027.895,1298,25
2028.601,1630,307
2029.025,2296,598
2031.965,3204,82
2032.0,2917,965
2032.023,9177,228
2032.331,3551,169
2033.272,979,341
2033.296,3459,541
2034.243,1672,438
2034.94,3682,190
2035.193,1184,1
2035.366,635,666
2039.8,5233,509
2041.301,825,279
2045.105,1264,543
2045.333,876,4
2046.584,637,477
2046.695,1236,362
2047.003,541,25
2047.459,692,318
2048.101,243,20
2049.246,2173,398
2053.087,740,8
2053.847,542,228
2055.742,1179,536
2055.805,262,269
2056.942,5657,459
2057.504,2070,443
2057.947,2596,83
2058.005,2216,483
2058.144,4322,461
2059.321,4573,34
2060.019,1327,443
2063.554,1302,357
2064.574,5211,19
2064.996,1195,1
2066.757,1926,469
2069.043,3582,578
2069.44,6022,108
2069.44,686,24
2069.991,463,1
2070.062,5628,885
2070.841,1456,26
2073.323,939,31
2073.546,1880,356
2074.094,698,280
2075.312,3130,442
2075.741,2560,261
2077.079,1686,7
2077.85,2501,95
2077.85,1268,26
2079.344,2344,151
2079.344,1820,29
2080.365,127373,628
2081.946,2845,427
2082.545,355,81
2083.831,678,83
2084.942,857,64
2084.993,2744,292
2085.221,723,50
2087.82,1249,21
2087.993,1368,374
2088.469,938,142
2088.841,705,56
2089.305,8818,386
2089.721,2056,150
2091.516,1064,211
2091.947,10235,44
2092.009,2023,404
2092.099,408,66
2092.445,928,83
2093.305,3920,230
2094.016,269,53
2094.061,1033,165
2094.467,252,54
2094.542,7851,143
2094.842,364,91
2095.096,968,162
2096.305,1079,25
2097.196,1433,64
2097.555,990,136
2097.563,819,67
2098.094,3851,133
2098.792,4360,311
2099.519,856,36
2099.592,1000,126
2099.844,1746,26
2100.094,2086,500
2100.465,692,47
2100.565,2928,458
2100.967,3849,147
2101.465,931,128
2101.715,7887,91
2101.794,1236,241
2101.907,371,43
2102.27,2564,250
2102.341,3845,118
2102.718,4635,88
2102.946,450,256
2103.601,464,69
2103.971,3522,313
2104.845,1236,3
2105.092,4607,65
2105.273,264,61
2107.599,3630,349
2108.095,1263,465
2108.844,1480,152
2109.101,162,16
2110.055,631,245
2111.349,3379,81
2111.503,805,718
2112.766,3555,325
2113.025,4010,343
2113.057,9169,374
2113.71,2176,517
2114.6,1140,507
2115.34,344,243
2115.465,11602,107
2115.498,1243,125
2115.521,535,71
2116.526,868,264
2116.593,3926,255
2117.022,4044,314
2117.09,4010,273
2117.091,2639,277
2117.293,1163,49
2117.543,4785,640
2118.441,1442,487
2118.499,600,8
2118.771,878,416
2120.148,143,55
2121.347,987,365
2122.336,551,1
2122.759,225,2
2123.271,740,435
2123.34,1236,360
2123.847,1213,389
2124.068,1069,350
2124.09,1024,22
2124.695,6176,476
2125.802,578,13
2127.334,1537,479
2128.344,1096,433
2128.901,544,361
2129.241,1527,195
2130.844,1205,500
2133.582,1648,375
2133.94,6988,2475
2135.294,3277,84
2137.56,625,68
2137.693,626,22
2137.993,2283,85
2140.564,1905,354
2140.572,5365,173
2142.799,7190,17
2145.845,1646,122
2146.085,933,323
2147.619,1580,686
2149.492,4397,581
2151.5,1195,1
2154.646,877,8
2155.502,806,85
2156.207,878,60
2156.49,928,13
2156.739,1164,69
2156.956,1658,436
2158.603,115,16
2162.334,558,221
2162.498,12680,216
2162.844,1992,511
2164.083,817,310
2164.458,136,271
2164.711,139,282
2166.897,720,1
2167.94,418,76
2168.188,4610,67
2169.504,1183,420
2170.103,223,3
2170.208,794,383
2171.316,1464,61
2172.837,820,14
2174.121,828,353
2174.689,2136,345
2176.582,954,462
2177.439,3845,124
2177.769,6612,532
2178.313,3802,1
2178.822,7240,480
2179.24,1613,360
2179.313,977,64
2179.446,614,246
2180.441,1777,440
2180.542,1019,91
2180.816,1823,460
2181.193,1541,27
2182.4,45,1
2183.292,463,200
2183.292,695,47
2183.693,2326,126
2183.849,9248,4096
2184.442,983,128
2184.945,1182,40
2185.254,138,264
2185.442,1461,369
2185.9,906,8
2187.004,770,476
2187.568,6311,53
2188.042,901,425
2188.043,9153,365
2188.944,978,552
2190.048,3628,366
2191.018,3673,143
2191.148,881,8
2191.293,1097,474
2191.819,1004,370
2192.043,1172,26
2193.291,8837,335
2194.342,3429,80
2194.791,3905,263
2197.835,5361,204
2198.041,1734,364
2198.275,266,70
2198.542,3957,400
2200.834,182,1713
2201.292,1205,296
2201.591,695,1000
2201.84,709,236
2202.56,8617,67
2202.944,6042,19
2203.019,1272,1107
2206.82,4359,406
2207.726,1106,76
2213.09,7180,95
2213.938,7314,99
2214.805,145,51
2216.31,935,258
2218.149,825,265
2220.27,2454,477
2220.595,757,8
2223.096,3931,106
2223.251,1419,378
2224.489,559,47
2224.798,5458,31
2226.064,843,64
2226.562,2533,523
2228.815,3539,221
2229.506,365,161
2229.692,2008,459
2230.346,1162,327
2232.339,3283,918
2233.007,4950,264
2234.241,255,18
2235.825,19598,140
2239.44,1716,118
2239.588,523,51
2239.697,1021,368
2241.152,576,91
2241.352,972,78
2248.252,1337,68
2250.085,761,4
2250.217,248,1
2250.247,198,169
2251.023,806,796
2251.122,133,212
2252.246,230,1
2253.956,1736,252
2256.546,913,190
2257.047,6848,12
2258.295,883,78
2258.442,1149,295
2259.193,1987,20
2260.194,1602,398
2260.744,440,1
2261.398,1420,865
2261.865,1993,37
2261.945,205,1
2263.507,3330,580
2264.269,1087,993
2265.324,4633,124
2266.35,3367,1
2266.522,1689,70
2267.046,1876,34
2267.295,692,53
2267.945,1512,89
2268.796,1213,85
2269.081,879,78
2270.197,5364,152
2270.651,1223,289
2271.57,3817,120
2271.646,1170,66
2271.797,883,152
2272.572,1194,145
2272.844,3849,120
2273.545,1842,29
2273.593,1104,373
2273.796,2009,545
2273.796,4200,139
2273.796,4116,265
2273.843,3818,163
2274.573,688,1
2274.573,2219,94
2275.116,225,2
2275.542,3561,146
2275.709,569,417
2275.819,1003,283
2276.259,2754,476
2277.09,372,56
2278.542,4785,352
2278.581,952,364
2278.797,3765,130
2279.569,630,134
2279.896,265,26
2282.544,1433,59
2282.997,962,421
2283.656,3988,313
2283.815,785,461
2283.897,3929,329
2284.842,3851,110
2285.27,725,536
2285.34,3850,99
2285.824,9154,383
2288.3,986,568
2288.646,8818,300
2289.589,1464,67
2290.292,1205,404
2290.591,9899,111
2290.819,1480,127
2291.571,3886,340
2291.83,1441,361
2293.894,1018,28
2294.575,917,26
2296.551,577,162
2296.576,3265,308
2296.646,1236,282
2296.898,1398,294
2300.018,988,1
2303.342,3171,79
2303.993,976,1
2307.487,113,831
2307.646,434,83
2307.841,1318,7
2311.148,1021,361
2312.027,2106,855
2312.441,225,2
2313.467,4327,788
2316.243,878,8
2316.405,3438,104
2318.542,10614,2095
2318.583,3569,246
2319.317,6124,22
2320.365,412,50
2322.739,426,67
2324.997,358,33
2325.073,990,1
2326.588,991,1
2326.695,4650,322
2329.843,322,11
2331.58,840,55
2333.245,570,52
2336.572,580,59
2336.806,92,7
2336.994,375,34
2337.215,2931,34
2337.494,692,41
2337.748,4182,91
2337.995,1791,30
2339.852,672,449
2340.502,343,13
2341.501,2404,8
2341.587,2068,178
2343.496,3850,127
2343.551,453,162
2345.191,2267,982
2345.317,1007,468
2347.065,439,36
2347.069,451,64
2347.801,1480,129
2348.114,262,25
2348.364,3914,236
2348.991,1205,217
2349.091,5274,125
2349.296,1332,416
2349.396,4491,2868
2349.812,6074,409
2350.246,3737,486
2350.333,378,46
2350.491,3849,144
2350.554,647,134
2350.69,347,91
2351.76,1278,427
2351.811,1708,24
2353.508,541,344
2353.99,884,28
2353.994,2659,277
2354.096,2568,357
2354.339,393,46
2354.503,978,587
2354.995,1161,68
2355.305,1197,26
2355.305,2156,334
2355.489,1340,225
2355.556,248,31
2355.749,439,120
2356.102,1582,264
2356.557,1774,28
2356.745,1028,175
2356.942,1634,467
2357.597,1405,516
2358.116,4014,439
2358.239,694,55
2358.617,342,32
2358.803,1141,5
2359.501,345,31
2359.75,2381,332
2361.047,839,439
2361.987,6099,427
2362.688,1024,437
2363.987,2197,120
2364.255,492,84
2365.992,848,58
2366.25,526,133
2366.254,754,8
2366.496,4260,14
2367.194,1880,390
2368.575,689,111
2370.099,1186,343
2370.739,4256,359
2371.751,604,47
2372.903,1256,25
2372.956,1196,838
2373.742,3851,133
2373.75,1205,339
2375.148,537,58
2375.291,755,8
2375.77,2290,78
2376.841,5803,1281
2377.002,2957,431
2377.055,449,121
2378.243,437,212
2378.313,1038,439
2378.75,716,70
2379.988,7915,219
2383.813,2894,69
2383.991,325,59
2384.646,6105,920
2386.795,978,567
2388.314,1210,1
2389.115,1509,1199
2389.488,1033,198
2389.795,835,89
2389.816,4215,79
2390.072,665,81
2390.117,192,1
2391.297,3205,529
2392.65,2248,126
2392.712,2719,871
2393.396,1947,29
2393.821,1433,83
2393.821,3918,282
2394.571,693,45
2394.94,1455,24
2395.396,122,7
2396.146,3367,69
2396.151,1471,29
2398.257,10514,302
2398.341,757,8
2399.57,696,46
2400.044,75,3
2400.117,775,20
2401.32,998,23
2401.396,697,68
2401.757,245,27
2401.893,379,90
2402.404,4260,14
2402.757,1781,28
2403.144,932,65
2403.337,245,8
2403.75,1012,506
2403.796,218,14
2404.273,684,1000
2404.469,281,12
2404.648,4065,394
2405.073,245,25
2405.695,706,75
2405.943,1285,286
2406.24,2145,698
2406.442,682,51
2406.551,3611,205
2406.744,9179,303
2406.944,1170,70
2408.006,4205,125
2408.07,9162,290
2408.492,3949,300
2408.585,501,92
2408.855,1120,23
2408.902,1205,282
2409.242,8813,324
2409.311,5938,408
2409.56,469,80
2410.441,478,97
2410.9,1170,93
2410.945,1236,455
2412.492,1944,34
2413.151,1236,363
2413.22,830,542
2413.325,695,211
2413.651,3772,123
2413.864,1464,88
2413.893,2314,61
2413.992,3780,74
2414.657,7799,322
2414.759,268,61
2414.812,3730,20
2414.942,4754,339
2415.645,2270,29
2416.194,1236,485
2416.496,1809,29
2416.499,895,456
2416.8,270,13
2417.073,1076,476
2417.248,267,49
2417.742,230,74
2417.758,3936,311
2417.991,5449,1389
2419.144,3937,349
2419.195,890,109
2419.209,469,99
2419.364,1820,8
2419.407,3381,143
2419.491,3911,305
2419.574,709,48
2419.695,648,10
2419.695,972,160
2419.906,6627,176
2420.803,4358,425
2421.443,357,125
2421.462,1422,360
2422.969,1309,331
2423.498,8819,315
2424.397,425,114
2424.546,9784,70
2424.749,3653,508
2425.197,2264,107
2425.653,1167,93
2425.897,2191,842
2426.444,2235,131
2426.621,3956,361
2426.647,287,33
2427.192,2225,130
2428.62,1214,15
2428.694,2089,931
2428.894,694,58
2429.239,260,1
2429.991,1298,146
2430.443,27,43
2431.395,1149,28
2431.541,208,19
2432.053,1247,28
2433.239,590,329
2433.242,8820,367
2433.301,3591,312
2434.083,673,43
2434.124,757,641
2434.301,250,37
2434.552,4260,14
2434.646,907,48
2434.711,621,33
2434.944,784,363
2434.991,526,52
2435.101,828,13
2435.551,716,68
2435.821,4310,29
2436.053,1433,78
2436.393,4233,131
2436.812,3556,270
2437.991,4310,29
2438.301,4220,80
2438.345,195,15
2438.715,1926,369
2439.143,1756,30
2440.051,963,275
2441.398,1205,435
2442.551,364,94
2442.551,1133,32
2443.296,343,28
2443.397,169,9
2444.567,2160,296
2445.55,727,42
2445.748,3800,145
2446.258,3577,198
2446.308,1464,71
2446.466,765,156
2446.571,974,157
2446.842,1203,251
2447.149,1267,8
2447.297,378,40
2448.242,925,8
2448.242,382,130
2449.07,1205,110
2449.65,874,91
2449.752,4924,388
2450.491,362,154
2450.65,3111,300
2451.241,1733,52
2451.651,4052,467
2451.802,2770,61
2452.069,1874,33
2452.084,5737,816
2452.899,2272,133
2452.941,825,36
2453.551,1646,285
2454.241,3366,96
2456.058,4146,319
2456.491,13758,6
2458.602,844,132
2458.991,3310,481
2459.571,1195,1
2460.242,2315,133
2461.314,2106,40
2461.467,607,43
2462.003,520,652
2462.046,260,43
2462.298,497,188
2462.567,114,6
2462.901,649,285
2463.568,636,14
2465.347,247,11
2465.619,2522,468
2465.768,1415,7
2472.441,1649,414
2472.83,6124,21
2473.745,272,48
2475.801,745,1
2479.442,1263,843
2479.946,1439,7
2481.319,1360,367
2482.096,847,365
2482.901,818,91
2484.049,1433,81
2484.521,7342,141
2485.75,5598,211
2488.19,6016,1348
2489.046,631,50
2489.801,365,300
2490.82,342,37
2491.442,749,133
2494.77,263,50
2495.813,585,1024
2495.839,1079,26
2496.022,1840,118
2499.25,6186,21
2500.152,490,59
2500.589,1213,28
2501.599,4310,29
2501.835,4529,90
2502.25,1092,252
2502.588,545,133
2504.085,690,56
2504.32,3470,238
2504.97,1560,1763
2506.086,253,59
2506.335,948,199
2506.487,132,10
2506.819,979,368
2507.268,3493,229
2507.57,1266,24
2507.816,1378,429
2508.025,1205,321
2508.046,5850,18
2509.275,1970,1016
2509.317,692,59
2509.339,1433,77
2510.091,1433,92
2511.958,579,172
2512.085,1464,63
2512.575,117544,905
2513.334,1592,33
2513.821,3359,69
2513.834,824,25
2514.085,2192,162
2514.188,937,411
2514.335,1205,388
2514.712,6899,17
2515.816,4310,29
2516.188,608,69
2516.313,2142,190
2517.094,818,465
2517.314,2163,185
2517.457,839,175
2517.59,4048,358
2517.59,1168,68
2517.866,2837,351
2519.835,1288,1
2520.692,2240,118
2520.739,486,67
2521.083,1513,19
2521.662,1747,22
2521.834,438,64
2522.34,748,279
2522.52,1236,500
2523.3,1110,479
2524.148,2026,60
2524.321,2284,125
2524.352,2936,500
2524.495,1081,763
2525.768,934,315
2525.893,2026,73
2526.312,13761,6
2526.568,13728,6
2529.75,978,858
2529.897,4310,29
2530.195,652,298
2531.147,1295,276
2532.585,762,445
2532.692,167,11
2533.064,1504,95
2536.09,3716,1712
2536.943,13769,6
2537.813,165,47
2539.759,692,57
2540.582,140,10
2542.574,924,316
2542.995,726,361
2543.466,931,3
2544.301,6102,37
2544.398,13786,6
2544.65,8814,299
2544.944,2631,15
2545.15,1406,31
2546.768,3787,66
2546.845,988,452
